CountryShortName,Year,IndicatorName,Value
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",32144518926.0122
"Dominican Republic",2021.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",34787002656.245
"Dominican Republic",2022.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",37746458215.4805
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",39227687110.9986
"Dominican Republic",2021.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",24468100774.2985
"Dominican Republic",2022.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",28554210240.6759
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",32351627780.5585
"Dominican Republic",2021.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",59255103430.5435
"Dominican Republic",2022.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",66300668456.1567
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",71579314891.5571
"Dominican Republic",2021.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",33594221245.6838
"Dominican Republic",2022.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",37153799007.1707
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",39434795965.545
"Dominican Republic",2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",488398222.934943
"Dominican Republic",2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",1162855956.33989
"Dominican Republic",2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",546577770.060358
"Dominican Republic",2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",49136185481.6612
"Dominican Republic",2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",55131829616.4997
"Dominican Republic",2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",60126865115.1739
"Dominican Republic",2021.0,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",54651904275.5746
"Dominican Republic",2022.0,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",55339375589.9543
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",60515862710.7857
"Dominican Republic",2021.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",49624583704.5962
"Dominican Republic",2022.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",56294685572.8396
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",60673442885.2342
"Dominican Republic",2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",777629415.767144
"Dominican Republic",2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",846641893.992928
"Dominican Republic",2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",1188281364.7302
"Dominican Republic",2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",8235802436.77859
"Dominican Republic",2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",8277521883.24955
"Dominican Republic",2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",8834946785.30317
"Dominican Republic",2021.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",9017212949.06666
"Dominican Republic",2022.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",9124163777.24248
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",10023228150.0334
"Dominican Republic",2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",613306776.880658
"Dominican Republic",2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",881819106.074649
"Dominican Republic",2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",882643856.289443
"Dominican Republic",2021.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",613306776.880658
"Dominican Republic",2022.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",881819106.074649
"Dominican Republic",2023.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",882643856.289443
"Dominican Republic",2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",1266027638.70209
"Dominican Republic",2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",2009497850.33282
"Dominican Republic",2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",1734859134.79056
"Dominican Republic",2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",57985294695.3205
"Dominican Republic",2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",64291170605.8239
"Dominican Republic",2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",69844455756.7665
"Dominican Republic",2021.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",59251322334.0226
"Dominican Republic",2022.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",66300668456.1567
"Dominican Republic",2023.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",71579314891.5571
"Dominican Republic",2021.0,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",0.0
"Dominican Republic",2021.0,"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",3781096.52092559
"Dominican Republic",2021.0,"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",15124386.0837024
"United Kingdom",2021.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",6181030139200.0
"United Kingdom",2022.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",5763988634512.5
"United Kingdom",2023.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",6194818916062.5
"United Kingdom",2021.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",1703052727600.0
"United Kingdom",2022.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",1626004469900.0
"United Kingdom",2023.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",1560531217175.0
"United Kingdom",2021.0,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",2373487460425.0
"United Kingdom",2022.0,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",1597494263987.5
"United Kingdom",2023.0,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",1550916346462.5
"United Kingdom",2021.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",1830144184100.0
"United Kingdom",2022.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",1723922572675.0
"United Kingdom",2023.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",2078078041450.0
"United Kingdom",2021.0,"Gross PSD, Total, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",2388128512600.0
"United Kingdom",2022.0,"Gross PSD, Total, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",2159956913587.5
"United Kingdom",2023.0,"Gross PSD, Total, All maturities, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",2291497709150.0
"United Kingdom",2021.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",119994030500.0
"United Kingdom",2022.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",102494861825.0
"United Kingdom",2023.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",101733001587.5
"United Kingdom",2021.0,"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",111827886700.0
"United Kingdom",2022.0,"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",111507686837.5
"United Kingdom",2023.0,"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",123698954525.0
"United Kingdom",2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",27882797700.0
"United Kingdom",2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",40102129687.5
"United Kingdom",2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",39279992175.0
"United Kingdom",2021.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",27882797700.0
"United Kingdom",2022.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",40102129687.5
"United Kingdom",2023.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",39279992175.0
"United Kingdom",2021.0,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",75262908175.0
"United Kingdom",2022.0,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",56184085075.0
"United Kingdom",2023.0,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",92070460812.5
"United Kingdom",2021.0,"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
"United Kingdom",2022.0,"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
"United Kingdom",2023.0,"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
"United Kingdom",2021.0,"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",29447696050.0
"United Kingdom",2022.0,"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",18997539637.5
"United Kingdom",2023.0,"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",18770216650.0
"United Kingdom",2021.0,"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",104710604225.0
"United Kingdom",2022.0,"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",75181624712.5
"United Kingdom",2023.0,"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",110840677462.5
Georgia,2021.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",5542905218.53839
Georgia,2022.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",6635131389.84315
Georgia,2023.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",7876879671.15315
Georgia,2021.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",9934162059.72783
Georgia,2022.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",9946492554.07713
Georgia,2023.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",10637793535.8631
Georgia,2021.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",5735620872.17231
Georgia,2022.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",6761589838.13791
Georgia,2023.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",7998681167.83388
Georgia,2021.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",15669830260.8278
Georgia,2022.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",16708082392.215
Georgia,2023.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",18636474703.697
Georgia,2021.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",10126877713.3617
Georgia,2022.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",10072951002.3719
Georgia,2023.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",10759595032.5439
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",0.0
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",0.0
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",3732130773.89581
Georgia,2022.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",4338547957.97888
Georgia,2023.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",4888794347.14144
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",0.0
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",2769444070.39844
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",3080956921.79176
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",3789471460.64851
Georgia,2021.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",2910467478.67001
Georgia,2022.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",3226968357.6833
Georgia,2023.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",3953542523.65672
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",399891182.520596
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",459196107.684704
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",647881059.192336
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",8247526914.81793
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",8201040737.39968
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",8661932401.41999
Georgia,2021.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",8647418097.33853
Georgia,2022.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",8660236845.08438
Georgia,2023.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",9309813460.61233
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",91169.0155764543
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",0.0
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",34402518.4086076
Georgia,2022.0,"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",36585424.5633385
Georgia,2023.0,"Gross PSD, Total, All maturities, Other accounts payable, Nominal Value, US$",35102651.2454473
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",345411392.514832
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",445743806.905138
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",449221721.041097
Georgia,2021.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",345411392.514832
Georgia,2022.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",445743806.905138
Georgia,2023.0,"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",449221721.041097
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",399982351.536172
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",459196107.684704
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",647881059.192336
Georgia,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",11362382377.7312
Georgia,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",11727741466.0966
Georgia,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",12900625583.1096
Georgia,2021.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",11762364729.2674
Georgia,2022.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",12186937573.7813
Georgia,2023.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",13548506642.3019
Georgia,2021.0,"Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$",3732130773.89581
Georgia,2022.0,"Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$",4338547957.97888
Georgia,2023.0,"Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$",4888794347.14144
Georgia,2021.0,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",141023408.271568
Georgia,2022.0,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",146011435.891545
Georgia,2023.0,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",164071063.008208
Georgia,2021.0,"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2022.0,"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",0.0
Georgia,2022.0,"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",0.0
Georgia,2023.0,"Gross PSD, Total, Short-term, Loans, Nominal Value, US$",0.0
Georgia,2021.0,"Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$",34311349.3930312
Georgia,2022.0,"Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$",36585424.5633385
Georgia,2023.0,"Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$",35102651.2454473
Georgia,2021.0,"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",3907465531.56041
Georgia,2022.0,"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",4521144818.43377
Georgia,2023.0,"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",5087968061.3951
Guatemala,2021.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",15216282991.4624
Guatemala,2022.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",16122553887.0673
Guatemala,2023.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",16030721474.6367
Guatemala,2021.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",11277515193.0001
Guatemala,2022.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",11596498348.0347
Guatemala,2023.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",12540979185.1064
Guatemala,2021.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",14411023600.2376
Guatemala,2022.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",15382654289.1463
Guatemala,2023.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",15339977849.2632
Guatemala,2021.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",25688538470.4651
Guatemala,2022.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",26979152314.8077
Guatemala,2023.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",27880956715.7382
Guatemala,2021.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",10472255479.0028
Guatemala,2022.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",10856598427.7404
Guatemala,2023.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",11850235240.1846
Guatemala,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",700407540.152524
Guatemala,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",552819626.211631
Guatemala,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",433310594.954799
Guatemala,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",20097705746.609
Guatemala,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",21620346768.1147
Guatemala,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",22618950322.2509
Guatemala,2021.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",20798113286.7615
Guatemala,2022.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",22173166394.3264
Guatemala,2023.0,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",23052260917.2057
Guatemala,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",297611105.867379
Guatemala,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",338199086.032486
Guatemala,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Loans, Nominal Value, US$",370895737.753099
Guatemala,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",4592814077.83624
Guatemala,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",4467786834.44888
Guatemala,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Loans, Nominal Value, US$",4457800060.77939
Guatemala,2021.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",4890425183.70362
Guatemala,2022.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",4805985920.48136
Guatemala,2023.0,"Gross PSD, Total, All maturities, Loans, Nominal Value, US$",4828695798.53249
Guatemala,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",998018646.019904
Guatemala,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",891018712.244117
Guatemala,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",804206332.707897
Guatemala,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",24690519824.4452
Guatemala,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",26088133602.5636
Guatemala,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",27076750383.0303
Guatemala,2021.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",25688538470.4651
Guatemala,2022.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",26979152314.8077
Guatemala,2023.0,"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",27880956715.7382
Honduras,2021.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",8633482540.60386
Honduras,2022.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",8373500201.37631
Honduras,2023.0,"Gross PSD, Total, All maturities, All instruments, Domestic creditors, Nominal Value, US$",8152516493.04809
Honduras,2021.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",9920775695.05129
Honduras,2022.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",10032192036.1098
Honduras,2023.0,"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",10218155582.4286
Honduras,2021.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",7845306845.55258
Honduras,2022.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",7529458165.26537
Honduras,2023.0,"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",7313589344.94589
Honduras,2021.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",17766082540.6039
Honduras,2022.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",17561650201.3752
Honduras,2023.0,"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",17531744927.3745
Honduras,2021.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",9132600000.00001
Honduras,2022.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",9188149999.99888
Honduras,2023.0,"Gross PSD, Total, All maturities, All instruments, External creditors, Nominal Value, US$",9379228434.3264
Honduras,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",0.0
Honduras,2022.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",0.0
Honduras,2023.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",0.0
Honduras,2021.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",0.0
Honduras,2022.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",0.0
Honduras,2023.0,"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",0.0
Honduras,2021.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",3765078406.98328
Honduras,2022.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",2897012617.75728
Honduras,2023.0,"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",3019078602.27259
Honduras,2021.0,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",547895808.289752
